DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"78525",78525,Mk10,11/04/2010 20:57:16.995002299999999,GPS,,-50.95940781,73.81407928,,,,,,,,,
"78525",78525,Mk10,11/04/2010 21:24:21.510002400000001,GPS,,-50.97552109,73.82840729,,,,,,,,,
"78525",78525,Mk10,11/04/2010 21:49:21.525002400000002,GPS,,-50.99019241,73.83839417,,,,,,,,,
"78525",78525,Mk10,11/04/2010 22:20:21.510002499999999,GPS,,-51.00504684,73.86090851,,,,,,,,,
"78525",78525,Mk10,11/04/2010 22:41:38.020002400000003,GPS,,-51.02146149,73.87324524,,,,,,,,,
"78525",78525,Mk10,11/04/2010 23:36:21.580002400000001,GPS,,-51.05382919,73.90634155,,,,,,,,,
"78525",78525,Mk10,11/05/2010 00:07:21.5700024,GPS,,-51.07187653,73.92459106,,,,,,,,,
"78525",78525,Mk10,11/05/2010 00:44:21.560002399999998,GPS,,-51.09199142,73.94717407,,,,,,,,,
"78525",78525,Mk10,11/05/2010 01:17:22.0700024,GPS,,-51.10344315,73.97725677,,,,,,,,,
"78525",78525,Mk10,11/05/2010 01:48:58.600002400000001,GPS,,-51.11604691,74.00737000,,,,,,,,,
"78525",78525,Mk10,11/05/2010 02:18:16.5500024,GPS,,-51.13055038,74.03242493,,,,,,,,,
"78525",78525,Mk10,11/05/2010 02:44:46.970002399999998,GPS,,-51.14547729,74.05635071,,,,,,,,,
"78525",78525,Mk10,11/05/2010 03:11:16.480002500000001,GPS,,-51.15523911,74.08558655,,,,,,,,,
"78525",78525,Mk10,11/05/2010 03:39:34.620002399999997,GPS,,-51.16815948,74.11257935,,,,,,,,,
"78525",78525,Mk10,11/05/2010 04:08:06.1500024,GPS,,-51.17719650,74.13580322,,,,,,,,,
"78525",78525,Mk10,11/05/2010 04:39:02.1100023999999999,GPS,,-51.18391037,74.16232300,,,,,,,,,
"78525",78525,Mk10,11/05/2010 05:09:44.700002400000002,GPS,,-51.19257736,74.18621063,,,,,,,,,
"78525",78525,Mk10,11/05/2010 06:06:55.700002400000002,GPS,,-51.20220184,74.21417999,,,,,,,,,
"78525",78525,Mk10,11/05/2010 06:32:48.690002399999997,GPS,,-51.20169067,74.18545532,,,,,,,,,
"78525",78525,Mk10,11/05/2010 07:02:21.810002399999998,GPS,,-51.20643997,74.23292542,,,,,,,,,
"78525",78525,Mk10,11/05/2010 07:25:46.440002499999999,GPS,,-51.20568466,74.23936462,,,,,,,,,
"78525",78525,Mk10,11/05/2010 07:52:51.240002400000002,GPS,,-51.21229935,74.25267792,,,,,,,,,
"78525",78525,Mk10,11/05/2010 08:21:53.730002399999996,GPS,,-51.22056198,74.26536560,,,,,,,,,
"78525",78525,Mk10,11/05/2010 08:52:22.2100024,GPS,,-51.23316956,74.27722168,,,,,,,,,
"78525",78525,Mk10,11/05/2010 09:20:42.2500024,GPS,,-51.24112320,74.29302979,,,,,,,,,
"78525",78525,Mk10,11/05/2010 09:49:29.310002399999998,GPS,,-51.25106812,74.30135345,,,,,,,,,
"78525",78525,Mk10,11/05/2010 10:19:22.805002399999999,GPS,,-51.26031113,74.30870819,,,,,,,,,
"78525",78525,Mk10,11/05/2010 10:47:55.760002499999999,GPS,,-51.26985168,74.31842804,,,,,,,,,
"78525",78525,Mk10,11/05/2010 11:21:21.795002499999999,GPS,,-51.28207779,74.32906342,,,,,,,,,
"78525",78525,Mk10,11/05/2010 11:48:15.2700025,GPS,,-51.29760742,74.33881378,,,,,,,,,
"78525",78525,Mk10,11/05/2010 12:17:35.585002500000002,GPS,,-51.30970001,74.34992981,,,,,,,,,
"78525",78525,Mk10,11/05/2010 12:47:31.3300026,GPS,,-51.32897568,74.36398315,,,,,,,,,
"78525",78525,Mk10,11/05/2010 13:17:22.825002600000001,GPS,,-51.34519577,74.38056946,,,,,,,,,
"78525",78525,Mk10,11/05/2010 13:42:54.860002700000003,GPS,,-51.35946274,74.39439392,,,,,,,,,
"78525",78525,Mk10,11/05/2010 14:10:13.3550027,GPS,,-51.37314606,74.40958405,,,,,,,,,
"78525",78525,Mk10,11/05/2010 14:34:51.940002700000001,GPS,,-51.38528061,74.42755127,,,,,,,,,
"78525",78525,Mk10,11/05/2010 15:06:21.955002799999999,GPS,,-51.39765167,74.44673157,,,,,,,,,
"78525",78525,Mk10,11/05/2010 15:45:54.660002800000001,GPS,,-51.42121887,74.48345184,,,,,,,,,
"78525",78525,Mk10,11/05/2010 16:01:21.895002900000001,GPS,,-51.41897964,74.48423767,,,,,,,,,
"78525",78525,Mk10,11/05/2010 16:16:21.880002999999999,GPS,,-51.41737366,74.48735809,,,,,,,,,
"78525",78525,Mk10,11/05/2010 16:46:46.895003000000003,GPS,,-51.41645432,74.50605011,,,,,,,,,
"78525",78525,Mk10,11/05/2010 17:17:34.920003000000001,GPS,,-51.42063141,74.50966644,,,,,,,,,
"78525",78525,Mk10,11/05/2010 17:46:06.9450029999999998,GPS,,-51.43320465,74.51937866,,,,,,,,,
"78525",78525,Mk10,11/05/2010 18:10:00.90000309999999994,GPS,,-51.44277573,74.53689575,,,,,,,,,
"78525",78525,Mk10,11/05/2010 18:32:22.115003099999999,GPS,,-51.44990921,74.55791473,,,,,,,,,
"78525",78525,Mk10,11/05/2010 18:49:28.960003100000002,GPS,,-51.45137024,74.57361603,,,,,,,,,
